id,readme,Dependency management,Support,Testing,Reporting,Mobile CI,Community,Security,Chat,IDEs,Monitoring,Code review,Code quality,Publishing,Project management,API management,Open Source management,Mobile,Code search,GitHub Sponsors,Continuous integration,Deployment,Container CI,Localization,Utilities,Desktop tools,AI Assisted,Time tracking,Code Scanning Ready,Backup Utilities,Learning
banyan/auto-label,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mstksg/get-package,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TrinityCore/GitHub-Actions,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
codacy/codacy-coverage-reporter-action,"          # or
          # api-token: ${{ secrets.CODACY_API_TOKEN }}
          # or a comma-separated list for multiple reports
          # coverage-reports: <PATH_TO_REPORT>, <PATH_TO_REPORT>",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EndBug/add-and-commit,"    # The arguments for the `git add` command (see the paragraph below for more info)
    # Default: \'.\'
    # The name of the user that will be displayed as the author of the commit.
    # Default: depends on the default_author input
    # The email of the user that will be displayed as the author of the commit.
    # Default: depends on the default_author input
    # Additional arguments for the git commit command. The --message argument is already set by the message input.
    # Default: \'\'
    # The name of the custom committer you want to use, if different from the author of the commit.
    # Default: the name of the author (set with either author_name or default_author)
    # The email of the custom committer you want to use, if different from the author of the commit.
    # Default: the email of the author (set with either author_email or default_author)
    # The local path to the directory where your repository is located. You should use actions/checkout first to set it up.
    # Default: \'.\'
    # Determines the way the action fills missing author name and email. Three options are available:
    # - github_actor -> UserName <UserName@users.noreply.github.com>
    # - user_info -> Your Display Name <your-actual@email.com>
    # - github_actions -> github-actions <email associated with the github logo>
    # Default: github_actor
    # Arguments for the git fetch command. If set to false, the action won\'t fetch the repo.
    # For more info as to why fetching is usually recommended, please see the ""Performance on large repos"" FAQ. 
    # Default: --tags --force
    # The message for the commit.
    # Default: \'Commit from GitHub Actions (name of the workflow)\'
    # If this input is set, the action will push the commit to a new branch with this name.
    # Default: \'\'
    # The way the action should handle pathspec errors from the add and remove commands. Three options are available:
    # - ignore -> errors will be logged but the step won\'t fail
    # - exitImmediately -> the action will stop right away, and the step will fail
    # - exitAtEnd -> the action will go on, every pathspec error will be logged at the end, the step will fail.
    # Default: ignore
    # Arguments for the git pull command. By default, the action does not pull.
    # Default: \'\'
    # Whether to push the commit and, if any, its tags to the repo. It can also be used to set the git push arguments (see the paragraph below for more info)
    # Default: true
    # The arguments for the `git rm` command (see the paragraph below for more info)
    # Default: \'\'
    # Arguments for the git tag command (the tag name always needs to be the first word not preceded by an hyphen)
    # Default: \'\'
    # Arguments for the git push --tags command (any additional argument will be added after --tags)
    # Default: \'\'
      # If you need to, you can check out your repo to a different location
      # You can make whatever type of change to the repo...
      # ...and then use the action as you would normally do, but providing the path to the repo",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jstastny/publish-gem-to-github,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
dawidd6/action-publish-gem,"    # Optional, will publish to RubyGems if specified
    # Optional, will publish to GitHub Packages if specified",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
mirromutth/mysql-action,"    # ... some other config ...
        # ... Set-up MySQL configuration, see Usage
    # ... some another config ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
jakejarvis/wait-action,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
jwalton/gh-docker-logs,"    # Only show last 100 lines of each",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jen20/action-docker-build,"      # Required. The name of the Docker repository to push to.
      # Required. The username with which to authenticate with the
      # specified Docker registry.
      # Required. The password with which to authenticate with the
      # specified Docker registry. It is strongly recommended that
      # this value be considered a secret.
      # Optional. The path to the Dockerfile relative to the root
      # of the repository. Defaults to ""Dockerfile"".
      # Optional. The URL of the Docker registry to which to push.
      # Uses the Docker CLI default if unset.
      # Optional. Whether or not to apply the `latest` tag to the
      # built image, and push it to the registry. Defaults to false.
      # Optional. Whether or not to apply a `snapshot` tag to the
      # built image, and push it to the registry. Snapshot tags consist
      # of the build date (in `YYYYMMDD-HHMMSS` format) and the short
      # commit hash of the source material. Defaults to false.
      # Optional. A list of additional tags to apply to the image, and
      # push to the registry. Tags must be listed in a comma-separated
      # fashion.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
innocarpe/actions-slack,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
azure/docker-login,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
azure/setup-helm,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
trilom/file-changes-action,"# bare minimal
### full
          # optional target repo
          # optional token
          # optional output format
          # optional fileoutput format
          # optional push before SHA (need both before and after)
          # optional push after SHA (need both before and after)
          # optional PR number to compare",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
deadsnakes/action,"          # debug: true  # Optional, to select a Python debug build",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
localheinz/composer-normalize-action,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
eine/setup-msys2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
jesusvasquez333/verify-pr-label-action,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
mheap/github-action-required-labels,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flarum/action-build,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seanmiddleditch/gha-setup-ninja,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
deliverybot/deployment-status,"# .github/workflows/deploy.yml",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
flux-framework/pr-validator,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crazy-max/ghaction-github-pages,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
goreleaser/goreleaser-action,"          # either \'goreleaser\' (default) or \'goreleaser-pro\'
          # Your GoReleaser Pro key, if you are using the \'goreleaser-pro\' distribution
          # GORELEASER_KEY: ${{ secrets.GORELEASER_KEY }}
# format code and build javascript artifacts
# validate all code has correctly formatted and built
# run tests",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
8398a7/action-slack,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tclindner/sentry-releases-action,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
olegtarasov/get-tag,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
actions/setup-haskell,"          # cabal-version: \'latest\'. Omitted, but defalts to \'latest\'
          # GHC 8.8+ only works with cabal v3+",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
julia-actions/setup-julia,"    # The Julia version that will be installed and added as `julia` to the PATH.
    # See ""Julia Versions"" below for a list of valid values.
    #
    # Warning: It is strongly recommended to wrap this value in quotes.
    #          Otherwise, the YAML parser used by GitHub Actions parses certain
    #          versions as numbers which causes the wrong version to be selected.
    #          For example, `1.0` may be parsed as `1`.
    #
    # Default: \'1\'
    # The architecture of the Julia binaries.
    #
    # Please note that installing aarch64 binaries only makes sense on self-hosted aarch64 runners.
    # We currently don\'t run test builds on that architecture, so we cannot guarantee that the input won\'t break randomly,
    # although there is no reason why it would.
    #
    # Supported values: x64 | x86 | aarch64 (untested)
    #
    # Note: you can use X64, X86, and ARM64 as synonyms for x64, x86, and aarch64, respectively.
    #
    # Defaults to the architecture of the runner executing the job.
    # Set the display setting for printing InteractiveUtils.versioninfo() after installing.
    #
    # Starting Julia and running InteractiveUtils.versioninfo() takes a significant amount of time (1s or ~10% of the total build time in testing),
    # so you may not want to run it in every build, in particular on paid runners, as this cost will add up quickly.
    #
    # See ""versioninfo"" below for example usage and further explanations.
    #
    # Supported values: true | false | never
    #
    # true: Always print versioninfo
    # false: Only print versioninfo for nightly Julia
    # never: Never print versioninfo
    #
    # Default: false
  # The installed Julia version.
  # May vary from the version input if a version range was given as input.
  #
  # Example output: \'1.5.3\'
  # Path to the directory containing the Julia executable.
  # Equivalent to JULIA_BINDIR: https://docs.julialang.org/en/v1/manual/environment-variables/#JULIA_BINDIR
  #
  # Example output: \'/opt/hostedtoolcache/julia/1.5.3/x64/bin\'
        # 32-bit Julia binaries are not available on macOS
        # Additionally create a job using 32-bit Julia 1.0.4 on windows-latest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
julia-actions/julia-buildpkg,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
julia-actions/julia-runtest,"        # with:
        #   annotate: true
    # ...
    # ...",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
julia-actions/julia-processcoverage,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
julia-actions/julia-codeformat,"# comment out in distribution branches
# node_modules/",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
julia-actions/julia-docdeploy,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JuliaRegistries/TagBot,"          # Edit the following line to reflect the actual name of the GitHub Secret containing your private key
          # ssh: ${{ secrets.NAME_OF_MY_SSH_PRIVATE_KEY_SECRET }}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
returntocorp/bento-action,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
srt32/uptime,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
axel-op/googlejavaformat-action,"          # Recommended if you use MacOS:
          # github-token: ${{ secrets.GITHUB_TOKEN }}",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CyberZHG/github-action-python-lint,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
golangci/golangci-lint-action,"  # Optional: allow read access to pull request. Use with `only-new-issues` option.
  # pull-requests: read
          # Require: The version of golangci-lint to use.
          # When `install-mode` is `binary` (default) the value can be v1.2 or v1.2.3 or `latest` to use the latest version.
          # When `install-mode` is `goinstall` the value can be v1.2.3, `latest`, or the hash of a commit.
          # Optional: working directory, useful for monorepos
          # working-directory: somedir
          # Optional: golangci-lint command line arguments.
          #
          # Note: By default, the `.golangci.yml` file should be at the root of the repository.
          # The location of the configuration file can be changed by using `--config=`
          # args: --timeout=30m --config=/my/path/.golangci.yml --issues-exit-code=0 
          # Optional: show only new issues if it\'s a pull request. The default value is `false`.
          # only-new-issues: true
          # Optional: if set to true, then all caching functionality will be completely disabled,
          #           takes precedence over all other caching options.
          # skip-cache: true
          # Optional: if set to true, then the action won\'t cache or restore ~/go/pkg.
          # skip-pkg-cache: true
          # Optional: if set to true, then the action won\'t cache or restore ~/.cache/go-build.
          # skip-build-cache: true
          # Optional: The mode to install golangci-lint. It can be \'binary\' or \'goinstall\'.
          # install-mode: ""goinstall""
  # Optional: allow read access to pull request. Use with `only-new-issues` option.
  # pull-requests: read
          # Require: The version of golangci-lint to use.
          # When `install-mode` is `binary` (default) the value can be v1.2 or v1.2.3 or `latest` to use the latest version.
          # When `install-mode` is `goinstall` the value can be v1.2.3, `latest`, or the hash of a commit.
          # Optional: working directory, useful for monorepos
          # working-directory: somedir
          # Optional: golangci-lint command line arguments.
          # 
          # Note: by default the `.golangci.yml` file should be at the root of the repository.
          # The location of the configuration file can be changed by using `--config=`
          # args: --timeout=30m --config=/my/path/.golangci.yml --issues-exit-code=0
          # Optional: show only new issues if it\'s a pull request. The default value is `false`.
          # only-new-issues: true
          # Optional:The mode to install golangci-lint. It can be \'binary\' or \'goinstall\'.
          # install-mode: ""goinstall""",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
geertvdc/setup-hub,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
bugdiver/setup-gauge,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deliverybot/status,"# .github/workflows/deploy.yml",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
supercharge/redis-github-action,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
percy/exec-action,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
volta-cli/action,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
getsentry/action-visual-snapshot,"#!/bin/bash",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
getsentry/action-html-to-image,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
getsentry/action-github-app-token,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
getsentry/action-eslint-fix,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
getsentry/size-limit-action,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
getsentry/action-migrations,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
getsentry/craft,"# ~/.craft.env
## 1.3.5
## 1.3.4
## Unreleased
## 1.3.4
# Optional but strongly recommended
#!/bin/bash
### Example of a version-bumping script for an NPM project.
### Located at: ./scripts/bump-version.sh
# Do not tag and commit changes made by ""npm version""
#!/bin/bash
### Example of a dev-version-bumping script for a Python project
### Located at: ./scripts/post-release.sh
# Ensure master branch
# Advance the CalVer release by one-month and add the `.dev0` suffix
# Only commit if there are changes, make sure to `pull --rebase` before pushing to avoid conflicts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mislav/bump-homebrew-formula-action,"          # A PR will be sent to github.com/Homebrew/homebrew-core to update this formula:
          # the personal access token should have ""repo"" & ""workflow"" scopes
          # GITHUB_TOKEN: ${{ secrets.GITHUB_TOKEN }}
  # ...
  # ...",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hecrj/setup-rust-action,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
gnuradio/clang-format-lint-action,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gocom/action-textpattern-package-plugin,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jwlawson/actions-setup-bazel,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
hmarr/auto-approve-action,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
cycjimmy/semantic-release-action,"                                # for semantic-release when using
                                # semantic-release-action lower than @v3
      # you can set branches for semantic-release above v16.
      # you can set branch for semantic-release older than v16.
      # You can specify specifying version range for the extra plugins if you prefer.
      # You can extend an existing shareable configuration.
      # And you can specify version range for the shareable configuration if you prefer.
      # You can select another working directory like a subdirectory for example.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OskarStark/phpstan-ga,"# .github/workflows/test.yml ",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
srt32/git-actions,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
SamKirkland/FTP-Deploy-Action,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
WebFreak001/deploy-nightly,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sebastianpopp/ftp-action,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
carlosperate/download-file-action,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
lukka/get-cmake,"  # Option 1: using \'latest\' branch, the most recent CMake and ninja are installed.
    # Suited for self-hosted GH runners where the local cache wins over the cloud.
  # Option 2: specify \'latest\' or \'latestrc\' in the input version arguments:
  # Option 1: specify in a input parameter the desired version using ranges.
  # or using a specific version (no range)
  # Option 2: or you can use the Git \'tag\' to select the version, and you can have a one-liner statement,
  # but note that you can only use one of the existing tags, create a PR to add the tag you need!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
lukka/run-cmake,"      #-uses: actions/cache@v3   <===== YOU DO NOT NEED THIS!
      # Install latest CMake and Ninja.
      # Or pin to a specific CMake version:
      # lukka/get-cmake@v3.21.2
      # Restore from cache the previously built ports. If a ""cache miss"" occurs,
      # then vcpkg is bootstrapped. Since a the vcpkg.json is being used later on
      # to install the packages when `run-cmake` runs, no packages are installed at
      # this time.
                                  # action you need, `v10` in this case to stay up
                                  # to date with fixes on the v10 branch.
        #with:
          # This is the default location of the directory containing vcpkg sources.
          # Change it to the right location if needed.
          # vcpkgDirectory: \'${{ github.workspace }}/vcpkg\'
          # If not using a submodule for vcpkg sources, this specifies which commit
          # id must be checkout from a Git repo. It must not set if using a submodule
          # for vcpkg.
          # vcpkgGitCommitId: \'${{ matrix.vcpkgCommitId }}\'
          # This is the glob expression used to locate the vpkg.json and add its
          # hash to the cache key. Change it to match a single manifest file you want
          # to use.
          # vcpkgJsonGlob: \'**/vcpkg.json\'
          # This is needed to run `vcpkg install` command (after vcpkg is built) in
          # the directory where vcpkg.json has been located. Default is false,
          # It is highly suggested to let `run-cmake` to run vcpkg (i.e. `false`)
          # (i.e. let CMake run `vcpkg install`) using the vcpkg.cmake toolchain.
          # runVcpkgInstall: true
          # This is the default path to the CMakeLists.txt along side the
          # CMakePresets.json. Change if you need have CMakeLists.txt and CMakePresets.json
          # located elsewhere.
          # cmakeListsTxtPath: \'${{ github.workspace }}/CMakeLists.txt\'
          # You could use CMake workflow presets defined in the CMakePresets.json 
          # with just this line below. Note this one cannot be used with any other 
          # preset input, it is mutually exclusive.
          # workflowPreset: \'workflow-name\'
          # This is the name of the CMakePresets.json\'s configuration to use to generate
          # the project files. This configuration leverages the vcpkg.cmake toolchain file to
          # run vcpkg and install all dependencies specified in vcpkg.json.
          # Additional arguments can be appended to the cmake command.
          # This is useful to reduce the number of CMake\'s Presets since you can reuse
          # an existing preset with different variables.
          # This is the name of the CMakePresets.json\'s configuration to build the project.
          # Additional arguments can be appended when building, for example to specify the
          # configuration to build.
          # This is useful to reduce the number of CMake\'s Presets you need in CMakePresets.json.
          # This is the name of the CMakePresets.json\'s configuration to test the project with.
          # Additional arguments can be appended when testing, for example to specify the config
          # to test.
          # This is useful to reduce the number of CMake\'s Presets you need in CMakePresets.json.
    #env:
    #  VCPKG_DEFAULT_TRIPLET: ${{ matrix.triplet }} # [OPTIONAL] Define the vcpkg\'s triplet 
    # you want to enforce, otherwise the default one for the hosting system will be 
    # automatically choosen (x64 is the default on all platforms,  e.g. x64-osx).",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
shogo82148/actions-setup-perl,"# Inputs/Outputs
# Exporting variables
# Setting a secret
# PATH Manipulation
# Exit codes
# Logging
  # print verbose log
# Annotation
# Manually wrap output
# Summary
# Wrap Subroutines
# Custom Functions of actions-setup-perl
# List Available Perl Versions
      # do something",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
jwgmeligmeyling/spotbugs-github-action,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zing-actions/setup-java,"        # test against latest update of each major Java version, as well as specific updates of LTS versions:",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sgsaenger/create-release,"    # Sequence of patterns matched against refs/tags",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mymindstorm/setup-emsdk,"    # Make sure to set a version number!
    # This is the name of the cache folder.
    # The cache folder will be placed in the build directory,
    #  so make sure it doesn\'t conflict with anything!",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
alex-page/blazing-fast-gh-pages-deploy,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
kamiazya/setup-graphviz,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HorstBaerbel/action-cmake,"# Build repository using CMake
      # These are optional (defaults displayed)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HorstBaerbel/action-clang-format,"# Run clang-format
      # These are optional (defaults displayed)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HorstBaerbel/action-clang-tidy,"# Run clang-tidy
      # These are optional (defaults displayed)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HorstBaerbel/action-ctest,"# Run unit tests using CTest
      # These are optional (defaults displayed)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alex-page/github-project-automation-plus,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
technote-space/assign-author,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
nick-zh/composer,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
montudor/action-zip,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
AButler/upload-release-assets,"    # ...",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
robotology/gh-action-nightly-merge,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Icinga/docker-icinga2,"# CA
# Ticket
# Master
# Agent
#pushd icinga2
#git checkout v2.12.0
#popd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Icinga/docker-icingaweb2,"#pushd icingaweb2
#git checkout v2.9.0
#popd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aws-actions/aws-codebuild-run-project,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
ThiefMaster/changed-files-action,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InsightSoftwareConsortium/ITKApplyClangFormatAction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
InsightSoftwareConsortium/ITKClangFormatLinterAction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brpaz/hadolint-action,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ReactiveCircus/android-emulator-runner,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
olafurpg/setup-gpg,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
kevinpainchaud/simple-ftp-deploy-action,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
technote-space/auto-cancel-redundant-job,"      # ...
#  cancel-in-progress: true
      # ...
  # push:
  # ...
        # Use this GitHub Actions at least once in this workflow as soon as possible.
        # Run any steps
      # ...
  # Run any jobs
  # ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jacobtomlinson/gha-find-replace,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
isthatcentered/dist-to-ftp,"  # Required:
  # Optional",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
