project,actual,predicted
actions-cool/check-user-permission,"Open Source management,Utilities","Utilities,AI Assisted,Open Source management,Support,Chat,Monitoring,Community,GitHub Sponsors,Backup Utilities,Localization,Code Scanning Ready,Reporting,Mobile,IDEs,Desktop tools,Mobile CI,Code search,API management,Container CI,Dependency management,Security,Project management,Code review,Testing,Code quality,Publishing,Deployment,Continuous integration"
scacap/action-surefire-report,"Testing,Reporting","Code quality,Testing,Security,Reporting,Dependency management,Continuous integration,Code review,Deployment,Utilities,Code search,Mobile CI,Desktop tools,Mobile,Publishing,Backup Utilities,Localization,GitHub Sponsors,Code Scanning Ready,IDEs,Monitoring,AI Assisted,Support,API management,Community,Container CI,Open Source management,Chat,Project management"
emibcn/badge-action,"Monitoring,Utilities","Testing,Utilities,Chat,Continuous integration,Reporting,API management,Container CI,Monitoring,Code quality,Community,Open Source management,Code search,Project management,Support,Desktop tools,GitHub Sponsors,Mobile CI,Code Scanning Ready,Backup Utilities,Localization,IDEs,Mobile,AI Assisted,Deployment,Security,Code review,Dependency management,Publishing"
docker-practice/actions-setup-docker,Container CI,"Continuous integration,Testing,Container CI,Utilities,Chat,Dependency management,Security,IDEs,Support,Mobile CI,API management,Mobile,Code Scanning Ready,Localization,GitHub Sponsors,Backup Utilities,Desktop tools,Monitoring,AI Assisted,Code search,Reporting,Publishing,Community,Deployment,Code quality,Code review,Project management,Open Source management"
peter-evans/create-issue-from-file,"Reporting,Utilities","Utilities,Open Source management,Project management,Support,Desktop tools,API management,Community,Backup Utilities,GitHub Sponsors,Localization,Code Scanning Ready,AI Assisted,Mobile,IDEs,Mobile CI,Code search,Monitoring,Chat,Security,Reporting,Container CI,Dependency management,Code review,Code quality,Testing,Publishing,Deployment,Continuous integration"
github/super-linter,"Code review,Code quality","Code quality,Reporting,Code review,Project management,IDEs,Localization,Code Scanning Ready,GitHub Sponsors,Backup Utilities,Mobile,Desktop tools,Security,Chat,AI Assisted,Mobile CI,Code search,Open Source management,API management,Monitoring,Support,Community,Container CI,Dependency management,Testing,Publishing,Deployment,Continuous integration,Utilities"
mhausenblas/mkdocs-deploy-gh-pages,"Publishing,Deployment","Publishing,Deployment,Continuous integration,Dependency management,API management,Security,Desktop tools,Mobile CI,Backup Utilities,Reporting,Code Scanning Ready,Code search,Localization,Mobile,GitHub Sponsors,IDEs,Project management,Support,Monitoring,Community,AI Assisted,Chat,Container CI,Testing,Code quality,Open Source management,Code review,Utilities"
medyagh/setup-minikube,"Continuous integration,Container CI","Testing,Container CI,Continuous integration,Reporting,Security,Deployment,Monitoring,Backup Utilities,Project management,IDEs,Code Scanning Ready,Localization,Mobile,Support,Dependency management,Desktop tools,Publishing,GitHub Sponsors,Code search,Mobile CI,AI Assisted,Chat,API management,Community,Code quality,Code review,Open Source management,Utilities"
expo/expo-github-action,"Deployment,Utilities","Continuous integration,Utilities,Testing,Dependency management,Reporting,Container CI,IDEs,Monitoring,Backup Utilities,Deployment,Community,Chat,GitHub Sponsors,Code search,Mobile,Desktop tools,Localization,Code Scanning Ready,Publishing,Support,API management,Mobile CI,AI Assisted,Security,Code review,Project management,Code quality,Open Source management"
fusion-engineering/setup-git-credentials,"Dependency management,Security","Continuous integration,Deployment,Publishing,Utilities,Security,IDEs,Desktop tools,Dependency management,Community,Testing,API management,Open Source management,Localization,Code Scanning Ready,Mobile,Backup Utilities,GitHub Sponsors,Container CI,Mobile CI,Code search,AI Assisted,Monitoring,Support,Chat,Code quality,Project management,Reporting,Code review"
pdm-project/setup-pdm,"Dependency management,Utilities","Continuous integration,Dependency management,Security,Testing,Utilities,Publishing,Code quality,IDEs,Container CI,Code review,Code search,Code Scanning Ready,Mobile,Localization,GitHub Sponsors,Backup Utilities,Desktop tools,Mobile CI,API management,Support,AI Assisted,Monitoring,Reporting,Community,Chat,Project management,Open Source management,Deployment"
BSFishy/pip-action,Utilities,"Continuous integration,Dependency management,Publishing,Security,Code quality,Testing,Mobile CI,Mobile,Desktop tools,Code Scanning Ready,Backup Utilities,IDEs,Localization,GitHub Sponsors,API management,Deployment,Support,Code search,Monitoring,Container CI,AI Assisted,Code review,Community,Reporting,Chat,Project management,Open Source management,Utilities"
octodemo/pr-gatekeeper,"Code review,Project management","Code review,Continuous integration,Project management,Code quality,Security,Utilities,Open Source management,Dependency management,Reporting,Chat,Localization,Mobile,IDEs,Support,Code Scanning Ready,Community,Mobile CI,GitHub Sponsors,Backup Utilities,API management,Desktop tools,Monitoring,Code search,AI Assisted,Container CI,Testing,Publishing,Deployment"
volta-cli/action,Utilities,"Continuous integration,Dependency management,Testing,Utilities,Container CI,Publishing,Deployment,Support,Security,Mobile CI,Mobile,IDEs,GitHub Sponsors,Backup Utilities,Localization,Code Scanning Ready,Code search,API management,Community,Desktop tools,Monitoring,AI Assisted,Code quality,Chat,Reporting,Open Source management,Code review,Project management"
art049/mongodb-cluster-action,"Testing,Continuous integration","Continuous integration,Container CI,Testing,Security,Dependency management,Support,Code review,Mobile,Code Scanning Ready,IDEs,Mobile CI,Localization,GitHub Sponsors,Backup Utilities,Desktop tools,Code search,Monitoring,AI Assisted,Reporting,Chat,API management,Community,Deployment,Code quality,Publishing,Project management,Open Source management,Utilities"
julia-actions/setup-julia,"Continuous integration,Utilities","Continuous integration,Testing,Dependency management,Utilities,Publishing,IDEs,Code Scanning Ready,Backup Utilities,Support,Localization,Code search,GitHub Sponsors,Desktop tools,Mobile CI,Mobile,Code quality,Security,AI Assisted,Community,API management,Container CI,Code review,Monitoring,Deployment,Project management,Reporting,Open Source management,Chat"
AthleticNet/comment-test-coverage,"Testing,Code quality","Testing,Code quality,Utilities,Continuous integration,Open Source management,Project management,Reporting,Code review,Publishing,Support,Backup Utilities,Monitoring,IDEs,Localization,Mobile,GitHub Sponsors,Security,API management,Code Scanning Ready,Desktop tools,Code search,Container CI,Mobile CI,AI Assisted,Community,Chat,Dependency management,Deployment"
ahmadnassri/action-dependabot-auto-merge,"Dependency management,Continuous integration","Utilities,Dependency management,Continuous integration,Code review,Open Source management,Project management,Support,Security,Deployment,Desktop tools,AI Assisted,Code Scanning Ready,Backup Utilities,GitHub Sponsors,Localization,Mobile,IDEs,Code search,Mobile CI,API management,Community,Monitoring,Testing,Chat,Container CI,Reporting,Code quality,Publishing"
joutvhu/get-release,"Continuous integration,Utilities","Publishing,Deployment,Continuous integration,Dependency management,Utilities,IDEs,Mobile CI,Backup Utilities,Support,Localization,Code Scanning Ready,API management,Mobile,GitHub Sponsors,Desktop tools,Code search,Community,Chat,Monitoring,AI Assisted,Container CI,Reporting,Security,Open Source management,Testing,Project management,Code quality,Code review"
bodinsamuel/renovate-automatic-branch,"Dependency management,Container CI","Utilities,Project management,Code review,Continuous integration,Open Source management,Publishing,Deployment,Code quality,Support,GitHub Sponsors,API management,Monitoring,IDEs,Localization,Code Scanning Ready,Mobile,Backup Utilities,Dependency management,Reporting,Code search,Desktop tools,Community,Mobile CI,AI Assisted,Container CI,Chat,Security,Testing"
ecampidoglio/auto-release-draft,"Publishing,Deployment","Publishing,Utilities,Continuous integration,Deployment,Project management,Code review,Support,Chat,Mobile CI,Backup Utilities,Localization,IDEs,GitHub Sponsors,Code Scanning Ready,Mobile,Community,Desktop tools,Code search,Reporting,AI Assisted,API management,Monitoring,Open Source management,Security,Testing,Container CI,Dependency management,Code quality"
ThomasKliszowski/setup-kubectl,"Continuous integration,Deployment","Continuous integration,Utilities,Testing,Container CI,Dependency management,Community,IDEs,Code quality,Monitoring,Project management,Support,Localization,Code Scanning Ready,Chat,Mobile,GitHub Sponsors,Backup Utilities,Mobile CI,Desktop tools,Code search,AI Assisted,API management,Security,Reporting,Deployment,Open Source management,Publishing,Code review"
jsdaniell/create-json,"Continuous integration,Utilities","Deployment,Publishing,Utilities,Code review,Desktop tools,Community,Monitoring,Security,Container CI,API management,Mobile,Chat,Reporting,GitHub Sponsors,Open Source management,Mobile CI,Code search,Code Scanning Ready,Backup Utilities,Dependency management,Localization,Continuous integration,Support,Code quality,IDEs,AI Assisted,Project management,Testing"
sajari/setup-cue,"Dependency management,Continuous integration","Continuous integration,Deployment,Dependency management,Publishing,Testing,Utilities,Community,Desktop tools,API management,Code Scanning Ready,IDEs,Security,Mobile,Localization,Mobile CI,Backup Utilities,GitHub Sponsors,Support,Monitoring,AI Assisted,Project management,Code search,Container CI,Reporting,Chat,Code review,Code quality,Open Source management"
jitterbit/await-check-suites,"Continuous integration,Utilities","Continuous integration,Utilities,Container CI,Code quality,Community,Testing,Support,Monitoring,IDEs,GitHub Sponsors,Open Source management,Backup Utilities,Localization,Code Scanning Ready,Mobile,Security,Chat,API management,Code search,Mobile CI,Dependency management,AI Assisted,Desktop tools,Project management,Code review,Reporting,Deployment,Publishing"
dessant/label-actions,"Project management,Utilities","Project management,Open Source management,Support,Utilities,Community,API management,Chat,GitHub Sponsors,Code search,Localization,Code Scanning Ready,Code review,Monitoring,Mobile,AI Assisted,Security,Backup Utilities,IDEs,Desktop tools,Mobile CI,Reporting,Dependency management,Container CI,Code quality,Publishing,Testing,Deployment,Continuous integration"
actionshub/yamllint,"Code quality,Continuous integration","Code quality,Testing,Continuous integration,Container CI,Localization,Code Scanning Ready,GitHub Sponsors,IDEs,Backup Utilities,Mobile,Desktop tools,AI Assisted,Mobile CI,Code search,Monitoring,Support,API management,Community,Chat,Security,Reporting,Code review,Dependency management,Project management,Publishing,Open Source management,Deployment,Utilities"
actions/setup-dotnet,Utilities,"Continuous integration,Utilities,Testing,Dependency management,Reporting,Container CI,Code quality,IDEs,Mobile CI,Desktop tools,Monitoring,Mobile,Code search,Localization,Backup Utilities,Code Scanning Ready,GitHub Sponsors,Security,Support,API management,AI Assisted,Project management,Community,Chat,Publishing,Deployment,Code review,Open Source management"
Geertvdc/setup-hub,"Continuous integration,Utilities","Continuous integration,Testing,IDEs,Deployment,Security,Container CI,Project management,Publishing,Dependency management,Open Source management,Code Scanning Ready,Localization,Mobile,Monitoring,Backup Utilities,GitHub Sponsors,Mobile CI,Desktop tools,AI Assisted,Code search,API management,Support,Community,Reporting,Chat,Code quality,Code review,Utilities"
apple-actions/import-codesign-certs,"Mobile CI,Mobile","Continuous integration,Utilities,Project management,Code quality,Security,Chat,Open Source management,Deployment,Container CI,Monitoring,Mobile CI,API management,Testing,IDEs,Community,Code Scanning Ready,Backup Utilities,Localization,Dependency management,GitHub Sponsors,Mobile,AI Assisted,Support,Code search,Reporting,Desktop tools,Code review,Publishing"
MilesChou/composer-action,"Dependency management,Container CI","Continuous integration,Dependency management,Code quality,Container CI,Testing,Reporting,Security,Monitoring,API management,Chat,Code Scanning Ready,Code search,IDEs,Localization,Backup Utilities,GitHub Sponsors,Mobile,Desktop tools,Support,Mobile CI,AI Assisted,Publishing,Code review,Community,Project management,Deployment,Open Source management,Utilities"
vijaykramesh/pr-lint-action,"Project management,Continuous integration","Code review,Code quality,Continuous integration,Testing,Project management,Utilities,Open Source management,Reporting,IDEs,Support,Backup Utilities,GitHub Sponsors,Localization,Desktop tools,Code Scanning Ready,Mobile,Monitoring,Community,Mobile CI,API management,Code search,AI Assisted,Chat,Publishing,Security,Container CI,Dependency management,Deployment"
Sibz/github-status-action,"Continuous integration,Utilities","Continuous integration,Utilities,Open Source management,Reporting,Deployment,Chat,Security,Project management,Dependency management,Code review,GitHub Sponsors,Monitoring,Community,Desktop tools,Testing,Code quality,Backup Utilities,Mobile,Localization,Code Scanning Ready,Code search,IDEs,AI Assisted,Mobile CI,API management,Support,Container CI,Publishing"
domjtalbot/skip-commit,"Continuous integration,Utilities","Continuous integration,Publishing,Container CI,Testing,Code quality,Community,Chat,Utilities,AI Assisted,Project management,Monitoring,Open Source management,Reporting,Code Scanning Ready,Localization,GitHub Sponsors,Backup Utilities,API management,Mobile,IDEs,Desktop tools,Mobile CI,Code search,Security,Support,Code review,Dependency management,Deployment"
aws-actions/amazon-ecr-login,"Continuous integration,Deployment","Deployment,Container CI,Publishing,Continuous integration,Mobile CI,Security,Monitoring,Localization,Code Scanning Ready,GitHub Sponsors,Backup Utilities,Mobile,IDEs,Desktop tools,Code search,AI Assisted,API management,Support,Community,Chat,Reporting,Dependency management,Testing,Code review,Open Source management,Project management,Code quality,Utilities"
ashutoshgngwr/validate-fastlane-supply-metadata,"Code review,Mobile","Mobile CI,Security,Container CI,Publishing,Testing,Localization,Code review,Code quality,Reporting,Community,Dependency management,IDEs,Code Scanning Ready,Monitoring,Continuous integration,API management,Code search,Backup Utilities,Mobile,GitHub Sponsors,Desktop tools,Support,Chat,AI Assisted,Open Source management,Deployment,Project management,Utilities"
masa-iwasaki/setup-rbenv,"Testing,Continuous integration","Continuous integration,Testing,Dependency management,Utilities,Container CI,Publishing,Mobile,Mobile CI,IDEs,Code search,Localization,Code Scanning Ready,GitHub Sponsors,Backup Utilities,Desktop tools,Monitoring,Support,AI Assisted,API management,Community,Security,Chat,Reporting,Deployment,Code quality,Code review,Project management,Open Source management"
Qard/heaviest-objects-in-the-universe,"Dependency management,Code quality","Continuous integration,Testing,Utilities,Code quality,Security,Code review,IDEs,Dependency management,Code search,API management,Monitoring,Reporting,Desktop tools,Backup Utilities,GitHub Sponsors,Code Scanning Ready,Localization,Mobile CI,Chat,Mobile,Community,Support,AI Assisted,Project management,Deployment,Container CI,Publishing,Open Source management"
voxmedia/github-action-slack-notify-build,Chat,"Chat,Reporting,API management,Monitoring,Community,Project management,Continuous integration,Backup Utilities,GitHub Sponsors,Localization,Mobile,Code Scanning Ready,IDEs,Open Source management,Mobile CI,Support,Desktop tools,Code search,Security,AI Assisted,Container CI,Utilities,Testing,Code review,Dependency management,Deployment,Publishing,Code quality"
actionshub/markdownlint,"Code quality,Continuous integration","Testing,Continuous integration,Code quality,Chat,Security,Mobile CI,Reporting,Code review,Backup Utilities,Mobile,Code search,Desktop tools,Localization,API management,Code Scanning Ready,IDEs,GitHub Sponsors,Community,Monitoring,Container CI,Support,AI Assisted,Project management,Publishing,Open Source management,Dependency management,Deployment,Utilities"
mattnotmitt/doxygen-action,"Continuous integration,Utilities","Deployment,Publishing,Testing,Continuous integration,Code quality,Mobile CI,Mobile,Reporting,Desktop tools,IDEs,Localization,Backup Utilities,Code Scanning Ready,Dependency management,GitHub Sponsors,Code search,Monitoring,Container CI,API management,Support,Code review,AI Assisted,Chat,Community,Security,Project management,Open Source management,Utilities"
lots0logs/gh-action-get-changed-files,Utilities,"Utilities,Code review,Code quality,Continuous integration,Security,Code search,API management,Container CI,Open Source management,Project management,GitHub Sponsors,Localization,Backup Utilities,Mobile,Code Scanning Ready,Mobile CI,IDEs,Monitoring,Support,Desktop tools,AI Assisted,Publishing,Reporting,Community,Dependency management,Chat,Testing,Deployment"
plettich/action-codespell,"Code review,Code quality","Code quality,Code review,Testing,Reporting,Localization,Code Scanning Ready,Backup Utilities,GitHub Sponsors,Mobile,IDEs,Code search,Desktop tools,Support,Mobile CI,AI Assisted,Security,API management,Monitoring,Community,Deployment,Project management,Chat,Container CI,Dependency management,Open Source management,Publishing,Utilities,Continuous integration"
myci-actions/publish-nuget,"Continuous integration,Deployment","Publishing,Deployment,Utilities,Dependency management,Continuous integration,API management,Backup Utilities,Desktop tools,Mobile CI,Localization,Code Scanning Ready,Mobile,GitHub Sponsors,Code search,IDEs,Monitoring,AI Assisted,Project management,Security,Support,Chat,Reporting,Community,Container CI,Testing,Code quality,Code review,Open Source management"
reitermarkus/rerun-workflow,"Code review,Continuous integration","Utilities,Code review,Project management,Open Source management,Continuous integration,Community,Support,GitHub Sponsors,Backup Utilities,Mobile,Localization,Code Scanning Ready,API management,Code search,Desktop tools,IDEs,AI Assisted,Dependency management,Mobile CI,Chat,Deployment,Monitoring,Security,Code quality,Reporting,Container CI,Testing,Publishing"
GaboFDC/brakeman-linter-action,"Code review,Code quality","Code quality,Security,Code review,Reporting,Publishing,Testing,Open Source management,Support,Mobile,Code search,Desktop tools,Chat,Code Scanning Ready,IDEs,Localization,Backup Utilities,GitHub Sponsors,Mobile CI,Monitoring,API management,AI Assisted,Project management,Deployment,Community,Container CI,Dependency management,Utilities,Continuous integration"
saadmk11/github-actions-version-updater,"Dependency management,Project management","Utilities,Continuous integration,Project management,Open Source management,Code review,Publishing,Support,Dependency management,Deployment,Code search,IDEs,Community,Container CI,Backup Utilities,Code Scanning Ready,Mobile,Localization,Security,GitHub Sponsors,AI Assisted,Desktop tools,Monitoring,API management,Mobile CI,Reporting,Chat,Code quality,Testing"
mnao305/chrome-extension-upload,"Publishing,Deployment","Publishing,Security,API management,Deployment,Reporting,Testing,Desktop tools,Backup Utilities,Monitoring,Mobile CI,Dependency management,Code search,IDEs,Code Scanning Ready,Localization,Mobile,GitHub Sponsors,Utilities,Chat,Community,AI Assisted,Code review,Support,Container CI,Code quality,Open Source management,Project management,Continuous integration"
wow-actions/use-app-token,"Security,Utilities","Utilities,Deployment,Continuous integration,Reporting,Chat,Security,Monitoring,API management,Support,Project management,Community,Open Source management,Mobile CI,GitHub Sponsors,Code search,Backup Utilities,Localization,Code Scanning Ready,AI Assisted,Mobile,Desktop tools,Testing,IDEs,Container CI,Dependency management,Publishing,Code review,Code quality"
Difegue/action-megacmd,"Publishing,Deployment","Continuous integration,Publishing,Deployment,Monitoring,Code quality,Mobile CI,Container CI,Security,GitHub Sponsors,IDEs,Backup Utilities,Localization,Code Scanning Ready,Desktop tools,Mobile,API management,Dependency management,Support,Code search,AI Assisted,Reporting,Community,Testing,Chat,Utilities,Project management,Open Source management,Code review"
kevinpainchaud/simple-ftp-deploy-action,Deployment,"Deployment,Publishing,Continuous integration,Utilities,Dependency management,Desktop tools,Mobile CI,Code search,Reporting,IDEs,Monitoring,Security,Mobile,Community,API management,Backup Utilities,Localization,Code Scanning Ready,AI Assisted,GitHub Sponsors,Container CI,Support,Testing,Code quality,Chat,Project management,Code review,Open Source management"
Gr1N/setup-poetry,"Dependency management,Continuous integration","Dependency management,Continuous integration,Publishing,Testing,Utilities,IDEs,Desktop tools,Code Scanning Ready,Mobile,Localization,Backup Utilities,GitHub Sponsors,Mobile CI,API management,Code search,Monitoring,Security,AI Assisted,Support,Community,Container CI,Chat,Reporting,Code quality,Code review,Project management,Open Source management,Deployment"
Andrew-Chen-Wang/github-wiki-action,"Publishing,Project management","Deployment,Publishing,Open Source management,Utilities,Code quality,Testing,Community,Container CI,Code review,Backup Utilities,GitHub Sponsors,Project management,Code search,Mobile,Support,Localization,Code Scanning Ready,Desktop tools,Chat,AI Assisted,IDEs,Monitoring,Reporting,Mobile CI,API management,Dependency management,Security,Continuous integration"
wagoid/commitlint-github-action,"Code review,Code quality","Continuous integration,Publishing,Code quality,Open Source management,Code review,Chat,Reporting,Testing,Container CI,Project management,API management,Security,Backup Utilities,Community,IDEs,GitHub Sponsors,Code search,Localization,Code Scanning Ready,Utilities,Deployment,Support,Desktop tools,Mobile,Mobile CI,Monitoring,AI Assisted,Dependency management"
isthatcentered/dist-to-ftp,"Continuous integration,Deployment","Continuous integration,Testing,Deployment,Publishing,Container CI,Dependency management,Desktop tools,API management,Monitoring,IDEs,Mobile,Backup Utilities,Localization,Code Scanning Ready,GitHub Sponsors,Code search,Security,Support,Project management,Utilities,Mobile CI,AI Assisted,Chat,Community,Open Source management,Reporting,Code review,Code quality"
avsm/setup-ocaml,"Continuous integration,Utilities","Continuous integration,Code quality,Dependency management,Testing,Publishing,Reporting,Utilities,Security,Container CI,Code review,Code search,Mobile,Support,Localization,Code Scanning Ready,IDEs,Deployment,Backup Utilities,Mobile CI,GitHub Sponsors,API management,Desktop tools,Monitoring,Community,AI Assisted,Project management,Chat,Open Source management"
MarceloPrado/has-changed-path,"Continuous integration,Utilities","Continuous integration,Security,Utilities,Publishing,Code quality,Code review,Project management,Open Source management,Code search,Testing,Community,Reporting,Dependency management,API management,GitHub Sponsors,Backup Utilities,Mobile,Localization,Code Scanning Ready,Mobile CI,IDEs,Support,Monitoring,Desktop tools,AI Assisted,Deployment,Container CI,Chat"
lucacome/docker-image-update-checker,"Dependency management,Utilities","Container CI,Continuous integration,Code review,Code quality,Publishing,Dependency management,Deployment,Security,Testing,Utilities,Mobile CI,GitHub Sponsors,Community,Mobile,Localization,Code Scanning Ready,Project management,IDEs,Backup Utilities,Code search,Desktop tools,AI Assisted,Monitoring,Reporting,Support,API management,Chat,Open Source management"
SchoofsKelvin/event-utilities,"Continuous integration,Utilities","Code review,Publishing,Utilities,Project management,Continuous integration,Testing,Reporting,Deployment,Code search,Container CI,Backup Utilities,Mobile,Localization,Mobile CI,Support,Desktop tools,Code Scanning Ready,GitHub Sponsors,IDEs,Security,API management,Community,AI Assisted,Monitoring,Chat,Code quality,Dependency management,Open Source management"
shivammathur/cache-extensions,"Continuous integration,Utilities","Continuous integration,Code quality,Dependency management,Testing,Utilities,IDEs,Code review,Mobile,GitHub Sponsors,Code Scanning Ready,Backup Utilities,Code search,Localization,Mobile CI,Support,Container CI,Desktop tools,AI Assisted,Monitoring,Reporting,API management,Chat,Security,Community,Project management,Open Source management,Deployment,Publishing"
lemonarc/jekyll-action,"Continuous integration,Deployment","Deployment,Publishing,Dependency management,Code search,IDEs,Utilities,Container CI,Backup Utilities,Monitoring,Desktop tools,Localization,Code Scanning Ready,Mobile,GitHub Sponsors,API management,Mobile CI,Reporting,AI Assisted,Project management,Community,Chat,Support,Code review,Security,Testing,Code quality,Open Source management,Continuous integration"
thomaseizinger/set-crate-version,"Publishing,Utilities","Continuous integration,Utilities,Dependency management,Deployment,Testing,Container CI,Code quality,Community,Publishing,IDEs,Desktop tools,Backup Utilities,Localization,Code Scanning Ready,Security,GitHub Sponsors,Mobile,Open Source management,Reporting,Mobile CI,Project management,Support,Code search,AI Assisted,Monitoring,API management,Chat,Code review"
skx/github-action-build,"Continuous integration,Deployment","Continuous integration,Publishing,Deployment,Code quality,Reporting,Container CI,Security,Desktop tools,API management,IDEs,Code Scanning Ready,Backup Utilities,Localization,Testing,Mobile CI,Mobile,GitHub Sponsors,Monitoring,Code search,Dependency management,Code review,Community,Support,AI Assisted,Chat,Utilities,Project management,Open Source management"
NuGet/setup-nuget,"Dependency management,Utilities","Continuous integration,Utilities,Dependency management,Testing,Publishing,Container CI,IDEs,Desktop tools,API management,Code search,Security,Monitoring,Mobile,Mobile CI,Localization,Code Scanning Ready,Backup Utilities,GitHub Sponsors,Deployment,Support,Reporting,AI Assisted,Project management,Community,Code quality,Chat,Code review,Open Source management"
ad-m/github-push-action,"Deployment,Utilities","Utilities,Publishing,Continuous integration,Deployment,Open Source management,Support,Container CI,Monitoring,Project management,Code quality,Mobile,Localization,Backup Utilities,Code Scanning Ready,Mobile CI,Desktop tools,GitHub Sponsors,API management,Code search,IDEs,Security,Dependency management,AI Assisted,Community,Reporting,Chat,Code review,Testing"
petarpetrovt/setup-sde,"Testing,Utilities","Continuous integration,Testing,Dependency management,Utilities,Code quality,Community,Chat,Code review,Open Source management,GitHub Sponsors,IDEs,Code Scanning Ready,Code search,Desktop tools,Localization,Backup Utilities,Mobile,Monitoring,Reporting,Support,AI Assisted,Mobile CI,API management,Container CI,Security,Project management,Deployment,Publishing"
conda-incubator/setup-miniconda,"Dependency management,Utilities","Dependency management,Continuous integration,Security,Utilities,Testing,Container CI,IDEs,Desktop tools,Mobile,Code Scanning Ready,Localization,Mobile CI,GitHub Sponsors,Backup Utilities,Code search,API management,Support,Monitoring,Community,AI Assisted,Chat,Reporting,Code quality,Project management,Code review,Publishing,Open Source management,Deployment"
mansona/npm-lockfile-version,"Testing,Continuous integration","Continuous integration,Publishing,Code quality,Security,Support,Dependency management,Project management,Reporting,Code search,Code review,Monitoring,Desktop tools,Backup Utilities,Mobile,Localization,Code Scanning Ready,GitHub Sponsors,Mobile CI,IDEs,API management,Deployment,AI Assisted,Testing,Community,Chat,Open Source management,Container CI,Utilities"
tj-actions/changed-files,"Code review,Continuous integration","Code search,Code review,Container CI,Continuous integration,Utilities,Chat,AI Assisted,Community,Backup Utilities,GitHub Sponsors,Localization,Code Scanning Ready,Mobile,Desktop tools,Open Source management,Code quality,IDEs,Mobile CI,Monitoring,Reporting,Support,Project management,API management,Dependency management,Security,Testing,Publishing,Deployment"
getong/mariadb-action,"Continuous integration,Container CI","Continuous integration,Container CI,Testing,Deployment,Desktop tools,Monitoring,IDEs,Dependency management,Reporting,Mobile,API management,Backup Utilities,Localization,Code Scanning Ready,GitHub Sponsors,Mobile CI,Publishing,Security,Code search,AI Assisted,Support,Chat,Community,Code quality,Code review,Project management,Utilities,Open Source management"
yuezk/publish-ppa-package,"Publishing,Deployment","Deployment,Publishing,Continuous integration,Utilities,Security,Testing,Mobile CI,Monitoring,Desktop tools,Backup Utilities,Mobile,Community,Localization,API management,Code Scanning Ready,GitHub Sponsors,IDEs,Code search,Support,AI Assisted,Reporting,Dependency management,Container CI,Project management,Chat,Code quality,Open Source management,Code review"
Gottox/irc-message-action,"Chat,Continuous integration","Chat,Utilities,Reporting,Continuous integration,Community,Deployment,API management,Monitoring,Security,Support,Mobile,Desktop tools,IDEs,Localization,Code Scanning Ready,Backup Utilities,Testing,Code search,Mobile CI,GitHub Sponsors,Container CI,AI Assisted,Project management,Code review,Dependency management,Open Source management,Publishing,Code quality"
StephanThierry/ftp-delete-action,"Deployment,Utilities","Deployment,Publishing,Container CI,Utilities,Mobile CI,Reporting,Backup Utilities,Code search,Monitoring,Desktop tools,Mobile,Localization,Code Scanning Ready,Security,Support,GitHub Sponsors,IDEs,Chat,Dependency management,API management,AI Assisted,Code quality,Project management,Continuous integration,Code review,Community,Testing,Open Source management"
de-vri-es/setup-git-credentials,"Dependency management,Security","Deployment,Continuous integration,Publishing,Security,Monitoring,API management,Desktop tools,Mobile,GitHub Sponsors,Backup Utilities,Localization,Code Scanning Ready,IDEs,Mobile CI,Code search,Dependency management,AI Assisted,Support,Chat,Reporting,Community,Container CI,Project management,Code review,Utilities,Open Source management,Testing,Code quality"
technote-space/auto-cancel-redundant-job,Utilities,"Utilities,Project management,Support,Code search,Code Scanning Ready,Localization,GitHub Sponsors,Backup Utilities,Reporting,IDEs,Mobile,AI Assisted,Chat,Desktop tools,Mobile CI,Testing,Monitoring,API management,Community,Code review,Publishing,Security,Container CI,Open Source management,Dependency management,Code quality,Deployment,Continuous integration"
nikeee/docfx-action,"Publishing,Deployment","Continuous integration,Publishing,Code quality,Testing,Deployment,Project management,Reporting,Desktop tools,Code search,Security,Mobile CI,Code review,Localization,Backup Utilities,Code Scanning Ready,Monitoring,GitHub Sponsors,Mobile,Chat,IDEs,API management,AI Assisted,Support,Community,Container CI,Dependency management,Open Source management,Utilities"
extractions/setup-just,"Dependency management,Utilities","Continuous integration,Code quality,Dependency management,Testing,Container CI,Deployment,Publishing,Utilities,API management,IDEs,Mobile,Desktop tools,Code Scanning Ready,Backup Utilities,Support,Localization,Mobile CI,GitHub Sponsors,Code search,Code review,Security,Monitoring,AI Assisted,Reporting,Open Source management,Chat,Community,Project management"
dangoslen/changelog-enforcer,"Project management,Utilities","Publishing,Continuous integration,Open Source management,Project management,Utilities,Code quality,Community,Code review,GitHub Sponsors,Mobile,Support,Reporting,IDEs,Backup Utilities,Localization,Security,Code Scanning Ready,Chat,Mobile CI,AI Assisted,Desktop tools,Code search,API management,Monitoring,Dependency management,Container CI,Testing,Deployment"
Reedyuk/NPM-Version,"Publishing,Continuous integration","Publishing,Continuous integration,Deployment,Project management,Support,Testing,Code quality,Reporting,Utilities,Security,IDEs,Monitoring,Dependency management,Localization,Mobile CI,Backup Utilities,API management,Code Scanning Ready,Open Source management,GitHub Sponsors,Mobile,Desktop tools,Code search,Container CI,AI Assisted,Community,Chat,Code review"
